Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age Group,Promotion Gap,Early_Stage_Risk,Risk_Score,Predicted_Attrition
44,0,Travel_Rarely,661,Research & Development,9,2,Life Sciences,2,Male,61,3,1,Research Scientist,1,Married,2559.0,7508,1,1,13,3,4,0,8,0,3,8,7,7,1,Senior/Management,1,0,0.20838028597649522,0
28,0,Travel_Rarely,821,Sales,5,4,Medical,1,Male,98,3,2,Sales Executive,4,Single,4908.0,24252,1,0,14,3,2,0,4,3,3,4,2,0,2,Core Contributor,4,0,0.05870365413293637,0
58,1,Travel_Frequently,781,Research & Development,2,1,Life Sciences,4,Male,57,2,1,Laboratory Technician,4,Divorced,2380.0,13384,9,1,14,3,4,1,3,3,2,1,0,0,0,Executive/Late Career,1,1,0.7031456944173603,1
43,0,Travel_Rarely,177,Research & Development,8,3,Life Sciences,1,Female,55,3,2,Manufacturing Director,2,Divorced,4765.0,23814,4,0,21,4,3,1,4,2,4,1,0,0,0,Senior/Management,1,1,0.10699326827611123,0
20,1,Travel_Rarely,500,Sales,2,3,Medical,3,Female,49,2,1,Sales Representative,3,Single,2044.0,22052,1,0,13,3,4,0,2,3,2,2,2,0,2,Early Career,2,0,0.65386567277613,1
21,1,Travel_Rarely,1427,Research & Development,18,1,Other,4,Female,65,3,1,Research Scientist,4,Single,2693.0,8870,1,0,19,3,1,0,1,3,2,1,0,0,0,Early Career,1,1,0.40237989251105327,1
36,0,Travel_Rarely,1425,Research & Development,14,1,Life Sciences,3,Male,68,3,2,Healthcare Representative,4,Married,6586.0,4821,0,1,17,3,1,1,17,2,2,16,8,4,11,Senior/Management,12,0,0.026838828794917006,0
47,0,Travel_Rarely,1454,Sales,2,4,Life Sciences,4,Female,65,2,1,Sales Representative,4,Single,3294.0,13137,1,1,18,3,1,0,3,3,2,3,2,1,2,Executive/Late Career,2,0,0.262732972721805,0
22,1,Travel_Rarely,617,Research & Development,3,1,Life Sciences,2,Female,34,3,2,Manufacturing Director,3,Married,4171.0,10022,0,1,19,3,1,1,4,3,4,3,2,0,2,Early Career,3,0,0.6609224949712104,1
41,1,Travel_Rarely,1085,Research & Development,2,4,Life Sciences,2,Female,57,1,1,Laboratory Technician,4,Divorced,2778.0,17725,4,1,13,3,3,1,10,1,2,7,7,1,0,Senior/Management,6,0,0.6482104120151762,1
28,0,Travel_Rarely,995,Research & Development,9,3,Medical,3,Female,77,3,1,Research Scientist,3,Divorced,2377.0,9834,5,0,18,3,2,1,6,2,3,2,2,2,2,Core Contributor,0,0,0.1661392040350408,0
39,1,Travel_Rarely,1122,Research & Development,6,3,Medical,4,Male,70,3,1,Laboratory Technician,1,Married,2404.0,4303,7,1,21,4,4,0,8,2,1,2,2,2,2,Senior/Management,0,0,0.7124980317455543,1
27,0,Travel_Rarely,618,Research & Development,4,3,Life Sciences,2,Female,76,3,1,Research Scientist,3,Single,2318.0,17808,1,0,19,3,3,0,1,2,3,1,1,0,0,Core Contributor,1,1,0.5595169949747494,1
34,0,Travel_Rarely,546,Research & Development,10,3,Life Sciences,2,Male,83,3,1,Laboratory Technician,2,Divorced,2008.0,6896,1,0,14,3,2,2,1,3,3,1,0,1,0,Core Contributor,0,1,0.4643196690156364,1
42,0,Travel_Rarely,462,Sales,14,2,Medical,3,Female,68,2,2,Sales Executive,3,Single,6244.0,7824,7,0,17,3,1,0,10,6,3,5,4,0,3,Senior/Management,5,0,0.1907708359077986,0
33,0,Travel_Rarely,1198,Research & Development,1,4,Other,3,Male,100,2,1,Research Scientist,1,Single,2799.0,3339,3,1,11,3,2,0,6,1,3,3,2,0,2,Core Contributor,3,0,0.25413815920224203,0
58,0,Travel_Rarely,1272,Research & Development,5,3,Technical Degree,3,Female,37,2,3,Healthcare Representative,2,Divorced,10552.0,9255,2,1,13,3,4,1,24,3,3,6,0,0,4,Executive/Late Career,6,1,0.029838079342943646,0
31,0,Travel_Rarely,154,Sales,7,4,Life Sciences,2,Male,41,2,1,Sales Representative,3,Married,2329.0,11737,3,0,15,3,2,0,13,2,4,7,7,5,2,Core Contributor,2,0,0.17859543603023173,0
35,0,Travel_Rarely,1137,Research & Development,21,1,Life Sciences,4,Female,51,3,2,Healthcare Representative,4,Married,4014.0,19170,1,1,25,4,4,1,10,2,1,10,6,0,7,Senior/Management,10,0,0.08455390779470426,0
49,0,Travel_Rarely,527,Research & Development,8,2,Other,1,Female,51,3,3,Laboratory Technician,2,Married,7403.0,22477,4,0,11,3,3,1,29,3,2,26,9,1,7,Executive/Late Career,25,0,0.0799771488091465,0
48,0,Travel_Rarely,1469,Research & Development,20,4,Medical,4,Male,51,3,1,Research Scientist,3,Married,2259.0,5543,4,0,17,3,1,2,13,2,2,0,0,0,0,Executive/Late Career,0,1,0.07398250579287213,0
31,0,Non-Travel,1188,Sales,20,2,Marketing,4,Female,45,3,2,Sales Executive,3,Married,6932.0,24406,1,0,13,3,4,1,9,2,2,9,8,0,0,Core Contributor,9,0,0.07196926430311544,0
36,0,Travel_Rarely,188,Research & Development,7,4,Other,2,Male,65,3,1,Research Scientist,4,Single,4678.0,23293,2,0,18,3,3,0,8,6,3,6,2,0,1,Senior/Management,6,0,0.04981077688270534,0
38,0,Travel_Rarely,1333,Research & Development,1,3,Technical Degree,4,Female,80,3,3,Research Director,1,Married,13582.0,16292,1,0,13,3,2,1,15,3,3,15,12,5,11,Senior/Management,10,0,0.010394699038231241,0
32,0,Non-Travel,1184,Research & Development,1,3,Life Sciences,3,Female,70,2,1,Laboratory Technician,2,Married,2332.0,3974,6,0,20,4,3,0,5,3,3,3,0,0,2,Core Contributor,3,1,0.14080227065066492,0
25,1,Travel_Rarely,867,Sales,19,2,Marketing,3,Male,36,2,1,Sales Representative,2,Married,2413.0,18798,1,1,18,3,3,3,1,2,3,1,0,0,0,Core Contributor,1,1,0.8890958642323892,1
40,0,Travel_Rarely,658,Sales,10,4,Marketing,1,Male,67,2,3,Sales Executive,2,Divorced,9705.0,20652,2,0,12,3,2,1,11,2,2,1,0,0,0,Senior/Management,1,1,0.38041157827023186,1
26,0,Travel_Frequently,1283,Sales,1,3,Medical,3,Male,52,2,2,Sales Executive,1,Single,4294.0,11148,1,0,12,3,2,0,7,2,3,7,7,0,7,Core Contributor,7,0,0.08020649086689509,0
41,0,Travel_Rarely,263,Research & Development,6,3,Medical,4,Male,59,3,1,Laboratory Technician,1,Single,4721.0,3119,2,1,13,3,3,0,20,3,3,18,13,2,17,Senior/Management,16,0,0.2309938267720305,0
36,0,Travel_Rarely,938,Research & Development,2,4,Medical,3,Male,79,3,1,Laboratory Technician,3,Single,2519.0,12287,4,0,21,4,3,0,16,6,3,11,8,3,9,Senior/Management,8,0,0.05893347219658431,0
19,1,Travel_Rarely,419,Sales,21,3,Other,4,Male,37,2,1,Sales Representative,2,Single,2121.0,9947,1,1,13,3,2,0,1,3,4,1,0,0,0,Early Career,1,1,0.8069942846755319,1
20,1,Travel_Rarely,129,Research & Development,4,3,Technical Degree,1,Male,84,3,1,Laboratory Technician,1,Single,2973.0,13008,1,0,19,3,2,0,1,2,3,1,0,0,0,Early Career,1,1,0.8093814052958659,1
31,0,Travel_Rarely,616,Research & Development,12,3,Medical,4,Female,41,3,2,Healthcare Representative,4,Married,5855.0,17369,0,1,11,3,3,2,10,2,1,9,7,8,5,Core Contributor,1,0,0.09713698197554445,0
40,0,Travel_Frequently,1469,Research & Development,9,4,Medical,4,Male,35,3,1,Research Scientist,2,Divorced,3617.0,25063,8,1,14,3,4,1,3,2,3,1,1,0,0,Senior/Management,1,1,0.059878785696858464,0
32,0,Travel_Rarely,498,Research & Development,3,4,Medical,3,Female,93,3,2,Manufacturing Director,1,Married,6725.0,13554,1,0,12,3,3,1,8,2,4,8,7,6,3,Core Contributor,2,0,0.05714859737031328,0
36,1,Travel_Rarely,530,Sales,3,1,Life Sciences,3,Male,51,2,3,Sales Executive,4,Married,10325.0,5518,1,1,11,3,1,1,16,6,3,16,7,3,7,Senior/Management,13,0,0.5792107113138147,1
33,0,Travel_Rarely,1069,Research & Development,1,3,Life Sciences,2,Female,42,2,2,Healthcare Representative,4,Single,6949.0,12291,0,0,14,3,1,0,6,3,3,5,0,1,4,Core Contributor,4,1,0.0720857636010026,0
37,1,Travel_Rarely,625,Sales,1,4,Life Sciences,1,Male,46,2,3,Sales Executive,3,Married,10609.0,14922,5,0,11,3,3,0,17,2,1,14,1,11,7,Senior/Management,3,1,0.706534594032745,1
45,0,Non-Travel,805,Research & Development,4,2,Life Sciences,3,Male,57,3,2,Laboratory Technician,2,Married,4447.0,23163,1,0,12,3,2,0,9,5,2,9,7,0,8,Executive/Late Career,9,0,0.05350274176947666,0
29,0,Travel_Frequently,1404,Sales,20,3,Technical Degree,3,Female,84,3,1,Sales Representative,4,Married,2157.0,18203,1,0,15,3,2,1,3,5,3,3,1,0,2,Core Contributor,3,1,0.36094647953341374,1
35,0,Travel_Rarely,1219,Sales,18,3,Medical,3,Female,86,3,2,Sales Executive,3,Married,4601.0,6179,1,0,16,3,2,0,5,3,3,5,2,1,0,Senior/Management,4,0,0.15067752616796573,0
52,0,Travel_Rarely,1053,Research & Development,1,2,Life Sciences,4,Male,70,3,4,Manager,4,Married,17099.0,13829,2,0,15,3,2,1,26,2,2,9,8,7,8,Executive/Late Career,2,0,0.04011883049824692,0
58,1,Travel_Rarely,289,Research & Development,2,3,Technical Degree,4,Male,51,3,1,Research Scientist,3,Single,2479.0,26227,4,0,24,4,1,0,7,4,3,1,0,0,0,Executive/Late Career,1,1,0.15014342968088276,0
53,0,Travel_Rarely,1376,Sales,2,2,Medical,3,Male,45,3,4,Manager,3,Divorced,14852.0,13938,6,0,13,3,3,1,22,3,4,17,13,15,2,Executive/Late Career,2,0,0.05798948423824279,0
30,0,Travel_Rarely,231,Sales,8,2,Other,3,Male,62,3,3,Sales Executive,3,Divorced,7264.0,9977,5,0,11,3,1,1,10,2,4,8,4,7,7,Core Contributor,1,0,0.15386263776322331,0
38,0,Non-Travel,152,Sales,10,3,Technical Degree,3,Female,85,3,2,Sales Executive,4,Single,5666.0,19899,1,1,13,3,2,0,6,1,3,5,3,1,3,Senior/Management,4,0,0.20055537261817846,0
35,0,Travel_Rarely,882,Sales,3,4,Life Sciences,4,Male,92,3,3,Sales Executive,4,Divorced,7823.0,6812,6,0,13,3,2,1,12,2,3,10,9,0,8,Senior/Management,10,0,0.06259565062891148,0
39,0,Travel_Rarely,903,Sales,2,5,Life Sciences,1,Male,41,4,3,Sales Executive,3,Single,7880.0,2560,0,0,18,3,4,0,9,3,3,8,7,0,7,Senior/Management,8,0,0.09485324837473609,0
40,1,Non-Travel,1479,Sales,24,3,Life Sciences,2,Female,100,4,4,Sales Executive,2,Single,13194.0,17071,4,1,16,3,4,0,22,2,2,1,0,0,0,Senior/Management,1,1,0.7538534345118987,1
47,0,Travel_Frequently,1379,Research & Development,16,4,Medical,3,Male,64,4,2,Manufacturing Director,3,Divorced,5067.0,6759,1,1,19,3,3,0,20,3,4,19,10,2,7,Executive/Late Career,17,0,0.04317482499029643,0
36,0,Non-Travel,1229,Sales,8,4,Technical Degree,1,Male,84,3,2,Sales Executive,4,Divorced,5079.0,25952,4,0,13,3,4,2,12,3,3,7,7,0,7,Senior/Management,7,0,0.047162582225930644,0
31,1,Non-Travel,335,Research & Development,9,2,Medical,3,Male,46,2,1,Research Scientist,1,Single,2321.0,10322,0,1,22,4,1,0,4,0,3,3,2,1,2,Core Contributor,2,0,0.5084580188888868,1
33,0,Non-Travel,722,Sales,17,3,Life Sciences,4,Male,38,3,4,Manager,3,Single,17444.0,20489,1,0,11,3,4,0,10,2,3,10,8,6,0,Core Contributor,4,0,0.10356892467194641,0
29,1,Travel_Rarely,906,Research & Development,10,3,Life Sciences,4,Female,92,2,1,Research Scientist,1,Single,2404.0,11479,6,1,20,4,3,0,3,5,3,0,0,0,0,Core Contributor,0,1,0.7402196245040491,1
33,0,Travel_Rarely,461,Research & Development,13,1,Life Sciences,2,Female,53,3,1,Research Scientist,4,Single,3452.0,17241,3,0,18,3,1,0,5,4,3,3,2,0,2,Core Contributor,3,0,0.11871175002274295,0
45,0,Travel_Rarely,974,Research & Development,1,4,Medical,4,Female,91,3,1,Laboratory Technician,4,Divorced,2270.0,11005,3,0,14,3,4,2,8,2,3,5,3,0,2,Executive/Late Career,5,0,0.044077333701332606,0
50,0,Travel_Rarely,1126,Research & Development,1,2,Medical,4,Male,66,3,4,Research Director,4,Divorced,17399.0,6615,9,0,22,4,3,1,32,1,2,5,4,1,3,Executive/Late Career,4,0,0.03784751477915483,0
33,0,Travel_Frequently,827,Research & Development,1,4,Other,3,Female,84,4,2,Healthcare Representative,2,Married,5488.0,20161,1,1,13,3,1,1,6,2,3,6,5,1,2,Core Contributor,5,0,0.20918643949081236,0
41,0,Travel_Frequently,840,Research & Development,9,3,Medical,1,Male,64,3,5,Research Director,3,Divorced,19419.0,3735,2,0,17,3,2,1,21,2,4,18,16,0,11,Senior/Management,18,0,0.019207334324984608,0
27,0,Travel_Rarely,1134,Research & Development,16,4,Technical Degree,3,Female,37,3,1,Laboratory Technician,2,Married,2811.0,12086,9,0,14,3,2,1,4,2,3,2,2,2,2,Core Contributor,0,0,0.13596766983272146,0
45,0,Non-Travel,248,Research & Development,23,2,Life Sciences,4,Male,42,3,2,Laboratory Technician,1,Married,3633.0,14039,1,1,15,3,3,1,9,2,3,9,8,0,8,Executive/Late Career,9,0,0.07611843076844436,0
47,0,Travel_Rarely,955,Sales,4,2,Life Sciences,4,Female,83,3,2,Sales Executive,4,Single,4163.0,8571,1,1,17,3,3,0,9,0,3,9,0,0,7,Executive/Late Career,9,1,0.1334597155115882,0
30,1,Travel_Rarely,138,Research & Development,22,3,Life Sciences,1,Female,48,3,1,Research Scientist,3,Married,2132.0,11539,4,1,11,3,2,0,7,2,3,5,2,0,1,Core Contributor,5,0,0.7135395793693695,1
50,0,Travel_Rarely,939,Research & Development,24,3,Life Sciences,4,Male,95,3,4,Manufacturing Director,3,Married,13973.0,4161,3,1,18,3,4,1,22,2,3,12,11,1,5,Executive/Late Career,11,0,0.03654904852421288,0
38,0,Travel_Frequently,1391,Research & Development,10,1,Medical,3,Male,66,3,1,Research Scientist,3,Married,2684.0,12127,0,0,17,3,2,1,3,0,2,2,1,0,2,Senior/Management,2,1,0.07692228046977609,0
46,0,Travel_Rarely,566,Research & Development,7,2,Medical,4,Male,75,3,3,Manufacturing Director,3,Divorced,10845.0,24208,6,0,13,3,2,1,13,3,3,8,7,0,7,Executive/Late Career,8,0,0.03998932666779684,0
24,0,Travel_Rarely,1206,Research & Development,17,1,Medical,4,Female,41,2,2,Manufacturing Director,3,Divorced,4377.0,24117,1,0,15,3,2,2,5,6,3,4,2,3,2,Early Career,1,0,0.04947608501118495,0
35,1,Travel_Rarely,622,Research & Development,14,4,Other,3,Male,39,2,1,Laboratory Technician,2,Divorced,3743.0,10074,1,1,24,4,4,1,5,2,1,4,2,0,2,Senior/Management,4,0,0.6480839604967882,1
31,0,Travel_Frequently,853,Research & Development,1,1,Life Sciences,3,Female,96,3,2,Manufacturing Director,1,Married,4148.0,11275,1,0,12,3,3,1,4,1,3,4,3,0,3,Core Contributor,4,0,0.08014947589587985,0
18,0,Non-Travel,287,Research & Development,5,2,Life Sciences,2,Male,73,3,1,Research Scientist,4,Single,1051.0,13493,1,0,15,3,4,0,0,2,3,0,0,0,0,Early Career,0,1,0.31174135773894746,1
54,0,Travel_Rarely,1441,Research & Development,17,3,Technical Degree,3,Female,56,3,3,Manufacturing Director,3,Married,10739.0,13943,8,0,11,3,3,1,22,2,3,10,7,0,8,Executive/Late Career,10,0,0.05061866068046248,0
35,0,Travel_Rarely,583,Research & Development,25,4,Medical,3,Female,57,3,3,Healthcare Representative,3,Divorced,10388.0,6975,1,1,11,3,3,1,16,3,2,16,10,10,1,Senior/Management,6,0,0.15457618711461177,0
30,0,Travel_Rarely,153,Research & Development,8,2,Life Sciences,2,Female,73,4,3,Research Director,1,Married,11416.0,17802,0,1,12,3,3,3,9,4,2,8,7,1,7,Core Contributor,7,0,0.03716285884115176,0
20,1,Travel_Rarely,1097,Research & Development,11,3,Medical,4,Female,98,2,1,Research Scientist,1,Single,2600.0,18275,1,1,15,3,1,0,1,2,3,1,0,0,0,Early Career,1,1,0.7884138240986259,1
30,1,Travel_Frequently,109,Research & Development,5,3,Medical,2,Female,60,3,1,Laboratory Technician,2,Single,2422.0,25725,0,0,17,3,1,0,4,3,3,3,2,1,2,Core Contributor,2,0,0.261920798052301,0
26,0,Travel_Rarely,1066,Research & Development,2,2,Medical,4,Male,32,4,2,Manufacturing Director,4,Married,5472.0,3334,1,0,12,3,2,0,8,2,3,8,7,1,3,Core Contributor,7,0,0.0685517978224209,0
22,0,Travel_Rarely,217,Research & Development,8,1,Life Sciences,2,Male,94,1,1,Laboratory Technician,1,Married,2451.0,6881,1,0,15,3,1,1,4,3,2,4,3,1,1,Early Career,3,0,0.11175606600640364,0
48,0,Travel_Rarely,277,Research & Development,6,3,Life Sciences,1,Male,97,2,2,Healthcare Representative,3,Single,4240.0,13119,2,0,13,3,4,0,19,0,3,2,2,2,2,Executive/Late Career,0,0,0.10863538543715606,0
48,0,Travel_Rarely,1355,Research & Development,4,4,Life Sciences,3,Male,78,2,3,Healthcare Representative,3,Single,10999.0,22245,7,0,14,3,2,0,27,3,3,15,11,4,8,Executive/Late Career,11,0,0.012106149571190885,0
41,0,Travel_Rarely,549,Research & Development,7,2,Medical,4,Female,42,3,2,Manufacturing Director,3,Single,5003.0,23371,6,0,14,3,2,0,8,6,3,2,2,2,1,Senior/Management,0,0,0.07347653243825261,0
39,0,Travel_Rarely,466,Research & Development,1,1,Life Sciences,4,Female,65,2,4,Manufacturing Director,4,Married,12742.0,7060,1,0,16,3,3,1,21,3,3,21,6,11,8,Senior/Management,10,0,0.04109553460438747,0
27,0,Travel_Rarely,1055,Research & Development,2,4,Life Sciences,1,Female,47,3,2,Manufacturing Director,4,Married,4227.0,4658,0,0,18,3,2,1,4,2,3,3,2,2,2,Core Contributor,1,0,0.04363212788293002,0
35,0,Travel_Rarely,802,Research & Development,10,3,Other,2,Male,45,3,1,Laboratory Technician,4,Divorced,3917.0,9541,1,0,20,4,1,1,3,4,2,3,2,1,2,Senior/Management,2,0,0.08764879609578052,0
42,0,Travel_Rarely,265,Sales,5,2,Marketing,4,Male,90,3,5,Manager,3,Married,18303.0,7770,6,0,13,3,2,0,21,3,4,1,0,0,0,Senior/Management,1,1,0.061705418778686294,0
50,0,Travel_Rarely,804,Research & Development,9,3,Life Sciences,1,Male,64,3,1,Laboratory Technician,4,Married,2380.0,20165,4,0,18,3,2,0,8,5,3,1,0,0,0,Executive/Late Career,1,1,0.22395244958347899,0
59,0,Travel_Rarely,715,Research & Development,2,3,Life Sciences,3,Female,69,2,4,Manufacturing Director,4,Single,13726.0,21829,3,1,13,3,1,0,30,4,3,5,3,4,3,Executive/Late Career,1,0,0.06489469415395868,0
37,1,Travel_Rarely,1141,Research & Development,11,2,Medical,1,Female,61,1,2,Healthcare Representative,2,Married,4777.0,14382,5,0,15,3,1,0,15,2,1,1,0,0,0,Senior/Management,1,1,0.34262682996744487,1
55,0,Travel_Frequently,135,Research & Development,18,4,Medical,3,Male,62,3,2,Healthcare Representative,2,Married,6385.0,12992,3,1,14,3,4,2,17,3,3,8,7,6,7,Executive/Late Career,2,0,0.08508566862634359,0
41,0,Non-Travel,247,Research & Development,7,1,Life Sciences,2,Female,55,1,5,Research Director,3,Divorced,19973.0,20284,1,0,22,4,2,2,21,3,3,21,16,5,10,Senior/Management,16,0,0.051975019596081466,0
38,0,Travel_Rarely,1035,Sales,3,4,Life Sciences,2,Male,42,3,2,Sales Executive,4,Single,6861.0,4981,8,1,12,3,3,0,19,1,3,1,0,0,0,Senior/Management,1,1,0.19653302431276443,0
26,1,Non-Travel,265,Sales,29,2,Medical,2,Male,79,1,2,Sales Executive,1,Single,4969.0,21813,8,0,18,3,4,0,7,6,3,2,2,2,2,Core Contributor,0,0,0.7148090934720405,1
52,1,Travel_Rarely,266,Sales,2,1,Marketing,1,Female,57,1,5,Manager,4,Married,19845.0,25846,1,0,15,3,4,1,33,3,3,32,14,6,9,Executive/Late Career,26,0,0.6511211127744707,1
44,0,Travel_Rarely,1448,Sales,28,3,Medical,4,Female,53,4,4,Sales Executive,4,Married,13320.0,11737,3,1,18,3,3,1,23,2,3,12,11,11,11,Senior/Management,1,0,0.10120071842101437,0
50,0,Non-Travel,145,Sales,1,3,Life Sciences,4,Female,95,3,2,Sales Executive,3,Married,6347.0,24920,0,0,12,3,1,1,19,3,3,18,7,0,13,Executive/Late Career,18,0,0.04411529855610983,0
36,1,Travel_Rarely,885,Research & Development,16,4,Life Sciences,3,Female,43,4,1,Laboratory Technician,1,Single,2743.0,8269,1,0,16,3,3,0,18,1,3,17,13,15,14,Senior/Management,2,0,0.5881433043097886,1
39,0,Travel_Frequently,945,Research & Development,22,3,Medical,4,Female,82,3,3,Manufacturing Director,1,Single,10880.0,5083,1,1,13,3,3,0,21,2,3,21,6,2,8,Senior/Management,19,0,0.06754735577019652,0
33,0,Non-Travel,1038,Sales,8,1,Life Sciences,2,Female,88,2,1,Sales Representative,4,Single,2342.0,21437,0,0,19,3,4,0,3,2,2,2,2,2,2,Core Contributor,0,0,0.14309154540869662,0
45,0,Travel_Rarely,1234,Sales,11,2,Life Sciences,4,Female,90,3,4,Manager,4,Married,17650.0,5404,3,0,13,3,2,1,26,4,4,9,3,1,1,Executive/Late Career,8,0,0.08240199504586823,0
32,0,Non-Travel,1109,Research & Development,29,4,Medical,4,Female,69,3,1,Laboratory Technician,3,Single,4025.0,11135,9,0,12,3,2,0,10,2,3,8,7,7,7,Core Contributor,1,0,0.13746365581127282,0
34,0,Travel_Rarely,216,Sales,1,4,Marketing,2,Male,75,4,2,Sales Executive,4,Divorced,9725.0,12278,0,0,11,3,4,1,16,2,2,15,1,0,9,Core Contributor,15,1,0.04749187460125073,0
59,0,Travel_Rarely,1089,Sales,1,2,Technical Degree,2,Male,66,3,3,Manager,4,Married,11904.0,11038,3,1,14,3,3,1,14,1,1,6,4,0,4,Executive/Late Career,6,0,0.03803215622697489,0
45,0,Travel_Rarely,788,Human Resources,24,4,Medical,2,Male,36,3,1,Human Resources,2,Single,2177.0,8318,1,0,16,3,1,0,6,3,3,6,3,0,4,Executive/Late Career,6,0,0.12419419365064664,0
53,0,Travel_Frequently,124,Sales,2,3,Marketing,3,Female,38,2,3,Sales Executive,2,Married,7525.0,23537,2,0,12,3,1,1,30,2,3,15,7,6,12,Executive/Late Career,9,0,0.08203608734178072,0
36,1,Travel_Rarely,660,Research & Development,15,3,Other,1,Male,81,3,2,Laboratory Technician,3,Divorced,4834.0,7858,7,0,14,3,2,1,9,3,2,1,0,0,0,Senior/Management,1,1,0.6448264930975545,1
26,1,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,Male,57,3,1,Research Scientist,1,Married,2042.0,15346,6,1,14,3,2,1,6,2,3,3,2,1,2,Core Contributor,2,0,0.5171872518826099,1
34,0,Travel_Rarely,1333,Sales,10,4,Life Sciences,3,Female,87,3,1,Sales Representative,3,Married,2220.0,18410,1,1,19,3,4,1,1,2,3,1,1,0,0,Core Contributor,1,1,0.22188809141366164,0
28,0,Travel_Rarely,1144,Sales,10,1,Medical,4,Male,74,3,1,Sales Representative,2,Married,1052.0,23384,1,0,22,4,2,0,1,5,3,1,0,0,0,Core Contributor,1,1,0.5186258180791231,1
38,0,Travel_Frequently,1186,Research & Development,3,4,Other,3,Male,44,3,1,Research Scientist,3,Married,2821.0,2997,3,0,16,3,1,1,8,2,3,2,2,2,2,Senior/Management,0,0,0.06779151982657688,0
50,0,Travel_Rarely,1464,Research & Development,2,4,Medical,2,Male,62,3,5,Research Director,3,Married,19237.0,12853,2,1,11,3,4,1,29,2,2,8,1,7,7,Executive/Late Career,1,1,0.08110570549210776,0
37,0,Travel_Rarely,124,Research & Development,3,3,Other,4,Female,35,3,2,Healthcare Representative,2,Single,4107.0,13848,3,0,15,3,1,0,8,3,2,4,3,0,1,Senior/Management,4,0,0.14067304365766112,0
40,0,Travel_Rarely,300,Sales,26,3,Marketing,3,Male,74,3,2,Sales Executive,1,Married,8396.0,22217,1,0,14,3,2,1,8,3,2,7,7,7,5,Senior/Management,0,0,0.0937282774041091,0
26,0,Travel_Frequently,921,Research & Development,1,1,Medical,1,Female,66,2,1,Research Scientist,3,Divorced,2007.0,25265,1,0,13,3,3,2,5,5,3,5,3,1,3,Core Contributor,4,0,0.05700542533536492,0
46,0,Travel_Rarely,430,Research & Development,1,4,Medical,4,Male,40,3,5,Research Director,4,Divorced,19627.0,21445,9,0,17,3,4,2,23,0,3,2,2,2,2,Executive/Late Career,0,0,0.08548212932398912,0
54,0,Travel_Rarely,1082,Sales,2,4,Life Sciences,3,Female,41,2,3,Sales Executive,3,Married,10686.0,8392,6,0,11,3,2,1,13,4,3,9,4,7,0,Executive/Late Career,2,0,0.230186361186345,0
56,0,Travel_Frequently,1240,Research & Development,9,3,Medical,1,Female,63,3,1,Research Scientist,3,Married,2942.0,12154,2,0,19,3,2,1,18,4,3,5,4,0,3,Executive/Late Career,5,0,0.11673050928442123,0
36,0,Travel_Rarely,796,Research & Development,12,5,Medical,4,Female,51,2,3,Manufacturing Director,4,Single,8858.0,15669,0,0,11,3,2,0,15,2,2,14,8,7,8,Senior/Management,7,0,0.09565259967021193,0
55,0,Non-Travel,444,Research & Development,2,1,Medical,3,Male,40,2,4,Manager,1,Single,16756.0,17323,7,0,15,3,2,0,31,3,4,9,7,6,2,Executive/Late Career,3,0,0.053998899656603365,0
43,0,Travel_Rarely,415,Sales,25,3,Medical,3,Male,79,2,3,Sales Executive,4,Divorced,10798.0,5268,5,0,13,3,3,1,18,5,3,1,0,0,0,Senior/Management,1,1,0.0793387404056971,0
20,1,Travel_Frequently,769,Sales,9,3,Marketing,4,Female,54,3,1,Sales Representative,4,Single,2323.0,17205,1,1,14,3,2,0,2,3,3,2,2,0,2,Early Career,2,0,0.8248908620159118,1
21,1,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,3,Female,36,2,1,Laboratory Technician,1,Single,1416.0,17258,1,0,13,3,1,0,1,6,2,1,0,1,0,Early Career,0,1,0.8367564516778279,1
46,0,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,4,Female,74,2,2,Research Scientist,1,Divorced,4615.0,21029,8,1,23,4,1,3,19,2,3,16,13,1,7,Executive/Late Career,15,0,0.040184091962695574,0
51,1,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1,Male,34,3,1,Research Scientist,3,Married,2461.0,10332,9,1,12,3,3,3,18,2,4,10,0,2,7,Executive/Late Career,8,1,0.10021256772552284,0
28,1,Non-Travel,1366,Research & Development,24,2,Technical Degree,2,Male,72,2,3,Healthcare Representative,1,Single,8722.0,12355,1,0,12,3,1,0,10,2,2,10,7,1,9,Core Contributor,9,0,0.06606375728150815,0
26,0,Travel_Rarely,192,Research & Development,1,2,Medical,1,Male,59,2,1,Laboratory Technician,1,Married,3955.0,11141,1,0,16,3,1,2,6,2,3,5,3,1,3,Core Contributor,4,0,0.09969527151011377,0
